발생장소_시도,발생원인_기타
경북,농산폐기물 소각(국:1.0/사0.5)
서울,쓰레기 소각(인근 경작지)
전북,담뱃불 실화
전남,농산폐기물 소각
경기,밭두렁 소각
충북,논볏짚소각
강원,쓰레기 소각
강원,담뱃불 실화
경북,농산폐기물 소각(복숭아밭 소각)
경기,입산자 실화
경기,입산자 실화
경북,담뱃불 실화(국:0.21/사:0.01)
경기,쓰레기 소각
경기,쓰레기 소각추정
전북,농산폐기물 소각
충남,화기물 취급 부주의(부탄가스)
경기,논밭두렁 소각
경기,조리 후 남은 재로 인한 실화
강원,쓰레기 소각
서울,농업부산물 소각 비화
강원,농산부산물 소각
경기,쓰레기 소각
강원,입산자 실화추정
전남,논밭두렁 소각
충남,쓰레기 소각
경기,성묘객 실화
경북,농산폐기물 소각
경북,무속행위 추정
경기,주택내 잔디소각
강원,쓰레기 소각
강원,원인미상
경기,입산자 담뱃불 실화 추정
강원,입산자 실화추정
경기,농산 폐기물 소각
경남,영농부산물(고추대)소각 실화
경북,쓰레기소각
대구,농산 부산물 소각 추정
강원,(화목)보일러 불씨비화 추정
부산,입산자 실화
경북,원인미상
경기,쓰레기 소각
경기,성묘객 실화추정
강원,쓰레기 소각
강원,논밭뚝 소각
경남,쓰레기 소각
경기,방화 추정
인천,원인미상
인천,입산자 실화
부산,조사중
강원,입산자 실화추정
경북,밭두렁 소각
강원,UDT훈련 중 교탄 사용
강원,입산자 실화추정
울산,조사중
강원,(화목)보일러 불씨비화
부산,담뱃불 실화
경기,입산자 실화(밭에 버린 화목난로 재 비화)
경기,쓰레기 소각
강원,철도 고압선 절단 스파크
경남,쓰레기 소각추정
부산,조사중
강원,원인미상
경기,농산폐기물 소각
경기,쓰레기 소각추정
경기,쓰레기 소각(묘지관리자 쓰레기 소각)
인천,쓰레기 소각
경북,농산폐기물 소각
경기,쓰레기 소각
강원,무속행위
인천,담뱃불 실화
경기,쓰레기 소각추정
인천,비박등산객 실화추정
경북,쓰레기 소각
경기,등산객 실화추정
경북,농산폐기물 소각
부산,담뱃불 실화
경기,쓰레기 소각
대구,건물 화재비화(다락산장)
울산,입산자 실화추정
전남,쓰레기 소각
강원,농산폐기물 소각
경북,성묘객 실화
전남,방화
전남,쓰레기 소각
경북,밭두렁 소각
경기,쓰레기 소각
경기,쓰레기 소각추정
경기,농산폐기물 소각
서울,원인미상
강원,쓰레기 소각(낙엽)
경기,모닥불 실화
경북,농산폐기물 소각
강원,나무보일러 재 비화
강원,쓰레기 소각
경기,성묘객 실화
서울,원인미상
전남,입산자 실화
인천,등산객 실화
강원,(화목)보일러 재
경기,쓰레기 소각
강원,성묘객 담뱃불
강원,건축물 실화(정화조 수리)
서울,입산자 실화
강원,입산자 실화추정
강원,쓰레기 소각
서울,건축물 실화(주택 전기누전에 의한 배전판 합선)
강원,쓰레기 소각
경기,쓰레기 소각
강원,쓰레기 소각(호두껍질)
강원,원인미상
강원,보일러 연통불씨 비화
경기,쓰레기소각행위
경기,쓰레기 소각추정
전남,입산자 실화
경기,입산자 실화(담뱃불)
경기,초등학생 불장난
강원,입산자 실화추정
부산,조사중
대구,입산자 실화추정
강원,보일러실 화재 비화
경기,가건물(컨테이너)화재
경북,농산폐기물 소각
인천,원인미상
경기,등산객 실화
경기,등산객 실화
강원,논밭두렁 소각
강원,쓰레기 소각
울산,논밭두렁 소각추정
경기,농산폐기물 소각
경기,쓰레기 소각
경기,쓰레기 소각
경북,주택내 쓰레기 소각 비화
경북,쓰레기 소각
경북,주택내 불씨취급 부주의
강원,담뱃불 실화
경기,무속행위
경북,입산자 실화추정
경북,공사장 용접작업
경남,건축물 화재 비화(은혜기도원)
경북,모닥불 취급 부주의
강원,담뱃불 실화추정
강원,(화목)보일러 재 발화
강원,입산자 실화추정
강원,쓰레기 소각
대전,입산자 실화추정
경북,입산자 실화추정
강원,다리공사 용접
부산,입산자 실화추정
경기,입산자 실화(등산객)
경북,자연발화 추정(퇴비더미)
강원,입산자 실화추정
강원,농산폐기물 소각
강원,입산자 실화추정
경북,용접불씨 비화
경남,입산자 실화추정
전북,입산자 실화추정(조사중)
경남,입산자 실화추정(조사중)
전북,쓰레기 소각추정
부산,입산자 실화추정
강원,원인미상
경북,논밭두렁 소각
충남,입산객 실화추정
전북,등산객 실화추정
경북,논밭두렁 소각추정
충북,입산자 실화추정
강원,전기배선단락
경북,벌통소독 실화
경북,원인미상
경남,입산자 실화추정
경북,농산부산물 소각
전남,무속행위(민가 내 무속행위 예정)
경북,임도공사현장 작업자 과실
경기,등산객 실화추정
강원,원인미상
강원,입산자 실화
강원,어린이 불장난 추정
경남,담뱃불 실화
충북,입산자 실화추정
경남,입산자 실화추정
부산,입산자 실화
강원,낙뢰 추정(10.15 재발화 발생)
경기,입산자 담뱃불 실화 추정
경북,원인미상
경북,입산자 실화
경기,임산물 채취자 실화추정
경북,입산자 실화추정
경북,담뱃불 실화
전북,산약초 채취자 실화
경기,등산객 실화추정
강원,입산자 실화추정
경북,아궁이 불씨발화
경기,담뱃불 실화추정(군부대 신병교육대 연접)
충남,입산자 실화추정
경북,쓰레기 소각
충남,입산자 실화추정
충남,농산폐기물 소각
충남,농산폐기물 소각
강원,입산자 실화추정
경기,등산객 실화
경북,영농폐기물 소각
경기,임산물 채취자 실화
인천,원인미상
대전,입산자 실화
인천,원인미상
충북,입산자 실화추정
경기,성묘객 실화
충남,등산객 실화추정
강원,성묘객 실화
충남,입산자 실화추정
강원,입산자 실화추정
경기,입산자 실화(등산객)
경기,임산물 채취자 실화
강원,성묘객 실화추정
경기,쓰레기 소각
인천,입산자 실화추정
경북,성묘객 실화추정
충남,벌초 및 성묘객 실화
경기,성묘객 실화(조사중)
전북,입산자 실화
경북,묘지주변 벌초 후 소각부주의
충남,농산부산물 소각
경기,쓰레기 소각
인천,낚시꾼 실화
경북,용접불씨 비화
경기,성묘객 실화
인천,입산자 담뱃불 실화 추정
충남,입산자 실화추정
전남,입산자 실화(추정)
인천,입산자 실화
인천,담배꽁초에 의한 발화(추정)
충남,입산자 실화
경남,입산자 실화
전남,자연발화
경북,입산자 실화
경북,낙뢰
경북,입산자 실화추정
충북,입산자 실화
충북,입산자 실화
충북,작업중 담뱃불 실화
경기,농산폐기물 소각
강원,낙뢰
경기,원인미상
전남,쓰레기 소각
충북,입산자 실화추정
대구,입산자 실화
강원,입산자 실화추정
전남,쓰레기 소각
대구,입산자 실화추정
강원,입산자 실화추정
충북,등산객 실화추정
충북,쓰레기 소각
경남,원인미상
강원,낙뢰
경북,입산자 실화추정
경북,농산폐기물 소각
충북,담뱃불 실화
경북,입산자 실화추정
전남,농산부산물 소각
경북,원인미상
전남,통신 기지국 발전기 화재 비화
전북,입산자 실화
대전,원인미상
대구,입산자 실화추정
강원,입산자 실화추정
서울,원인미상
강원,입산자 실화추정
강원,농산부산물 소각
강원,입산자 실화추정
강원,입산자 실화추정
경북,밭두렁 소각
경북,쓰레기 소각
강원,원인미상
대구,원인미상
대전,원인미상
경기,원인미상
경기,입산자 실화추정
경기,방화추정
광주,원인미상
경기,원인미상
전북,입산자 실화추정
전북,원인미상
강원,원인미상
서울,원인미상
서울,해원사 스님실화
경기,원인미상
충남,쓰레기 소각
경기,폐기물 소각
경북,쓰레기 소각
전북,원인미상
강원,입산자 실화추정
경북,입산자 실화추정
경기,산불발생지 재발화
경북,원인미상
강원,군사훈련(야간)추정
경북,원인미상
대전,입산자 실화추정
경북,쓰레기 소각
충남,예취기 작업인부 담뱃불 실화
강원,원인미상
강원,쓰레기 소각
충북,등산객 실화추정
대구,쓰레기 소각
경기,농산폐기물 소각
강원,원인미상
경기,원인미상
경기,입산자 실화추정
경북,원인미상
경남,공장화재 비화
강원,농산폐기물 소각
경기,담뱃불 실화추정
경기,군부대 훈련중 발화
강원,입산자 실화추정
경기,공장화재 비화
강원,농산폐기물 소각
경남,농산폐기물 소각
경기,입산자 실화추정
경기,입산자 실화추정
경북,입산자 실화추정
강원,원인미상
경기,원인미상
경기,방화추정
경기,원인미상
경기,원인미상
경기,쓰레기 소각
경기,원인미상
경기,입산자 실화
경기,입산자 실화추정
강원,등산로 정비사업 실화추정
강원,입산자 실화추정
경북,입산자 실화추정
강원,입산자 실화추정
강원,입산자 실화추정
강원,논밭두렁 소각
경기,입산자 실화추정
강원,입산자 실화추정
경북,재발화(5.27 산불발생지내)
인천,방화
경기,원인미상
경기,원인미상
경기,입산자 실화추정
강원,입산자 실화추정
경남,과수원내 컨테이너 전기누전 원인
경기,원인미상
서울,원인미상
경기,담뱃불 실화
경남,농산폐기물 소각
대전,원인미상
경북,쓰레기 소각
경기,원인미상
충남,벌채 후 지피물 소각실화
경기,원인미상
경기,쓰레기 소각
전북,원인미상
경북,농산부산물 소각
대구,입산자 실화추정
경기,입산자 실화
충북,등산객 실화추정
충북,등산객 실화추정
전남,원인미상
서울,학생 실화
경기,농산폐기물 소각
강원,입산자 실화
서울,입산자 실화
경기,원인미상
경기,산나물 채취자 실화
강원,입산자 실화추정
경남,취사행위 실화
경북,농산폐기물 소각
경북,공사장 전기합선 추정
대전,원인미상
충남,등산객 실화
강원,입산자 실화추정
강원,왕겨소각
강원,원인미상
강원,입산자 실화
강원,농산폐기물 소각
인천,입산자 실화추정
충남,입산자 실화
인천,입산자 실화추정
경기,원인미상
강원,입산자 실화추정
강원,입산자 실화추정
충남,군사장비 시험 중 발화
경기,입산자 실화추정
강원,입산자 실화추정
충북,산나물 체취자 실화추정
강원,입산자 실화추정
충북,등산객 실화
경기,원인미상
강원,입산자 실화추정
강원,논밭두렁 소각
강원,입산자 실화추정
인천,입산자 실화추정
경북,밭두렁 소각
경기,입산자 실화추정
강원,입산자 실화추정
강원,입산자 실화추정
강원,담뱃불 실화
강원,담뱃불 실화
강원,입산자 실화추정
강원,입산자 실화추정
경북,입산자 실화추정
인천,소각으로 인한 산불
강원,방화
경기,주택 전기합선
강원,벌통소독
인천,원인미상
경기,원인미상
전북,원인미상
전북,원인미상
경기,공장화장실 전기합선
충북,산나물 채취자 실화추정
경기,밭두렁 소각
충북,산나물 채취자 실화추정
울산,입산자 실화추정
강원,컨베이어벨트 케이블 절단
충북,가옥주변 쓰레기소각
경기,농작물 소각
충북,산나물 채취자 실화추정
강원,곤충 살충
충남,입산자 실화
전남,입산자 실화
부산,입산자 실화(담뱃불)
경기,입산자 실화추정
경기,비닐하우스 화재비화
인천,쓰레기 소각
경기,원인미상
전남,성묘객 실화
경기,원인미상
전남,입산자 실화
강원,(화목)보일러 연통 발화
강원,입산자 실화추정
경북,입산자 실화
강원,입산자 실화추정
부산,방화추정
경북,입산자 실화추정
경남,원인미상
경북,원인미상
충북,고물상 산소용접기 취급부주의
인천,입산자 실화(담뱃불)
강원,입산자 실화추정
경기,쓰레기 소각
강원,원인미상
인천,농산폐기물 소각
경기,농산폐기물 소각
인천,성묘객 실화
강원,입산자 실화(노숙자 모닥불)
인천,등산객 실화
경기,원인미상
경기,논밭두렁 소각
강원,입산자 실화추정
경기,원인미상
경기,원인미상
부산,작업중 실화(절단작업 스파크)
강원,입산자 실화추정
전남,논밭두렁 소각
서울,입산자 실화추정
경기,쓰레기 소각
전남,입산자 실화
강원,쓰레기 소각
충북,쓰레기 소각
전남,유품 소각
전남,논밭두렁 소각
강원,입산자 실화추정
전남,입산자 실화
충북,묵은밭 소각 실화
광주,원인미상
경북,쓰레기 소각
강원,원인미상
경기,쓰레기 소각
경기,쓰레기 소각
경남,입산자 실화추정
전북,원인미상
충북,쓰레기 소각
전남,입산자 실화(약초꾼)
인천,원인미상
경북,쓰레기 소각
경기,원인미상
경기,쓰레기 소각
경북,입산자 실화
서울,밭 소각(경작지내)
경북,축사내 쓰레기 소각
경기,원인미상
경기,광명동굴 개장 보수작업 화재
경북,쓰레기 소각
강원,주택화재 비화
강원,원인미상
전남,묘지소각실화
경기,쓰레기 소각
경기,입산자 실화추정
경기,농산폐기물 소각
충남,농산폐기물 소각
충북,농산폐기물 소각
강원,농산폐기물 소각(고춧대)
강원,입산자 실화추정
강원,원인미상
강원,입산자 실화추정
경기,쓰레기 소각
강원,담뱃불 실화
강원,농산폐기물 소각
강원,입산자 실화추정
전남,약초꾼 실화
경기,농작물 소각
전남,농산폐기물 소각
경기,농작물 소각
강원,담뱃불 실화
서울,원인미상
강원,원인미상
서울,원인미상
경기,쓰레기 소각
경기,원인미상
경기,쓰레기 소각(의류)
전남,고속도로 차량화재 비화
경기,논두렁 소각
전북,묘지주변 소각실화
서울,원인미상
경기,논두렁 소각
경기,입산자 실화추정
인천,농산폐기물 소각
전남,쓰레기 소각
울산,묘지향불 실화
경북,차량화재 전이
경남,담뱃불 실화
강원,입산자 실화추정
강원,군부대 진지보수
경기,농산폐기물 소각
경기,농작물 소각
울산,농산폐기물 소각추정
강원,쓰레기 소각
서울,원인미상
서울,원인미상
경기,쓰레기 소각
강원,용접작업 비화
전남,입산자 실화
대구,논밭두렁 소각
경기,입산자 실화추정
경기,하천변 소각
인천,쓰레기 소각
경기,원인미상
강원,재로인한 발화
충북,농산폐기물 소각
강원,쓰레기 소각
경기,쓰레기 소각
경기,원인미상
경기,농작물 소각
경기,입산자 실화추정
강원,재로인한 발화
전남,농산폐기물 소각
전남,축사주변 쓰레기 소각
경기,논밭두렁 소각
경기,원인미상
경기,쓰레기 소각
전남,취사행위 실화
경기,논두렁 소각
경기,쓰레기 소각
경기,논두렁 소각
인천,원인미상
경기,원인미상
경북,원인미상
경남,논두렁 소각
인천,농산물 소각
경북,산소 벌집제거
인천,어린이 불장난
인천,등산객 담뱃불 실화
경북,농산폐기물 소각
경기,입산자 실화추정
경기,입산자 실화추정
강원,농산폐기물 소각
세종,(화목)보일러 재 발화
경기,낙엽소각
경기,논두렁 소각
서울,원인미상
경기,논두렁 소각추정
경기,재발화(3.20 산불발생지내)
인천,농산폐기물 소각(고춧대)
경기,입산자 실화추정
경기,논밭두렁 소각
강원,주택화재 비화
인천,밭두렁 소각
경기,담뱃불 실화
인천,논밭두렁 소각
강원,입산자 실화추정
대구,쓰레기 소각
강원,밭두렁 소각
광주,농산폐기물 소각
전남,논밭두렁 소각
경기,농작물 소각
전남,논밭두렁 소각
전남,입산자 실화
전남,쓰레기 소각
대전,모닥불 취급 부주의
경북,농산폐기물 소각
강원,창고화재연소
인천,밭두렁 소각
울산,묘지소각 중 실화
전북,정신지체자 실화
전남,(화목)보일러 소각잔재물(재)
광주,원인미상
전북,쓰레기 소각
울산,조사중
서울,원인미상
경남,마른풀 소각
경기,쓰레기 소각
강원,원인미상
인천,밭두렁 소각
인천,주택가 생활쓰레기 소각
전남,논밭두렁 소각
대구,입산자 실화추정
서울,원인미상
강원,주택화재 비화
경기,농산폐기물 소각
경기,캠핑장 이용객 실화
경기,원인미상
경기,원인미상
충남,쓰레기 소각
경기,입산자 실화추정
전남,농산폐기물 소각
강원,쓰레기 소각
대구,쓰레기 소각
경북,입산자 실화추정
강원,쓰레기 소각
경기,등산객 실화
경기,도로공사 불꽃 비화
경기,원인미상
강원,원인미상
충북,묘지주변 쓰레기 소각
서울,조사중
경북,아궁이 불씨발화
충남,글라인더 작업 불꽃비화
경기,쓰레기 소각
경기,쓰레기 소각
울산,자살
경기,쓰레기 소각
전남,쓰레기 소각
대전,주택화재 비화
전남,쓰레기 소각
전남,무속행위(촛불)
인천,생활 쓰레기 소각
경북,원인미상
경북,농산폐기물 소각
부산,담뱃불 실화
경기,쓰레기 소각
강원,입산자 실화추정
강원,농산폐기물 소각
경북,원인미상
경남,원인미상
충남,농산부산물 소각
충남,묘지 발화
전북,입목폐기물 소각
경기,쓰레기 소각
경남,성묘객 묘지 옆에서 종이박스 소각
충북,묵밭 소각 부주의
경북,원인미상
전남,입산자 실화
경기,입산자 실화추정
경북,원인미상
경북,군부대 실화(신호탄 발화)
경기,쓰레기 소각
경북,농산폐기물 소각
경기,원인미상
경북,소각재 투기
경북,농산폐기물 소각
전북,쓰레기 소각
경남,원인미상
경기,쓰레기 소각
인천,담뱃불 실화
강원,원인미상
충북,담뱃불 실화추정
강원,(화목)나무보일러 불똥비화
경남,농수관 연결작업 중 비화
경북,논밭두렁 소각
인천,담뱃불 실화
인천,재발화(3.8 산불발생지내)
대전,과수원 쓰레기소각
강원,담뱃불 실화
경기,쓰레기 소각
인천,밭두렁 소각
인천,밭두렁 소각
전남,낚시꾼 취사행위 실화
강원,쓰레기 소각
강원,농산폐기물 소각
전남,도로변 쓰레기 소각
전남,묵은 밭 소각 실화
전북,담뱃불 실화
강원,잔디소각
경기,쓰레기 소각
인천,밭두렁 소각
전남,논밭두렁 소각
경기,논밭두렁 소각
인천,지피물 소각
경기,낙엽소각
경기,원인미상
경북,원인미상
인천,원인미상
전북,입목폐기물 소각
전남,생활 쓰레기 소각
경북,입산자 실화
충북,(화목)펠릿보일러 잿더미
경북,(화목)보일러 소각잔재물(재)투기
전남,양식장 전기공사(인두)중 발화
강원,펜션화재 비화
강원,입산자 실화추정
인천,원인미상
경기,쓰레기 소각
전남,농산부산물 소각
경기,원인미상
경기,원인미상
대전,화기취급 부주의
경북,입산자 실화추정
경기,성묘객 실화
강원,어린이 불장난
인천,원인미상
부산,입산자 실화(담뱃불)
대전,원인미상
경북,농산폐기물 소각
인천,밭두렁 소각 중 불씨 비화
경북,농산폐기물 소각
경남,입산자 실화추정
서울,원인미상
충북,조사중
경기,원인미상
전남,주택 내 쓰레기소각 부주의
서울,어린이 불장난
광주,입산자 실화추정
경기,성묘객 실화
충북,부산물 소각
경기,산쓰레기 소각
전남,입산자 실화
강원,건축물 실화(공장)
경북,농산폐기물 소각
서울,원인미상
대구,산쓰레기 소각
경북,입산자 실화추정
울산,입산자 실화추정
경북,전기합선
경북,원인미상
인천,원인미상
강원,(화목)보일러 불똥
경북,(화목)보일러 소각잔재물(재)투기
경북,농산폐기물 소각
부산,입산자 실화(담뱃불)
전북,벌목작업장 실화
경기,산쓰레기 소각
강원,입산자 실화추정
경기,입산자 실화추정
전남,방화
전남,방화
전남,입산자 실화
경북,입산자 실화추정(1.18.재불)
부산,농산폐기물 소각
경북,입산자 실화추정
전남,(화목)보일러 소각잔재물(재)
경북,원인미상
서울,원인미상
경북,(화목)보일러 소각잔재물(재)투기
강원,입산자 실화추정
강원,입산자 실화추정
전남,입산자 실화
경북,입산자 실화추정
부산,입산자실화
대구,입산자 실화
전남,산림연접지 농경지내 담배꽁초 투기
강원,쓰레기소각
경기,입산자 실화
강원,입산자 실화추정
경기,입산자 실화
경남,원인미상
경기,입산자 실화추정
서울,원인미상
경기,등산객 담배실화
경북,쓰레기 소각추정
부산,입산자 실화
강원,농산폐기물소각
경남,정신지체자 방화
전남,영농부산물 소각
경기,등산객 실화
서울,방화(대모산 연쇄방화)
경기,입산자 실화추정
서울,가건물 주택화재 번짐
강원,도로변 인근 교통사고
서울,방화(대모산 연쇄방화)
경기,입산자 실화추정
인천,담뱃불 실화추정
강원,농산폐기물소각
강원,입산자 실화
전남,영농부산물 소각
강원,입산자 실화
전남,쓰레기 소각
경기,재발화 산불
전북,등산객 실화추정
경기,입산자 실화추정
경기,낙뢰에 의한 산불(추정)
경기,입산자 실화추정
충남,벌집소각
충남,낚시꾼 담뱃불 실화추정
경남,원인미상
경북,입산자 실화추정
경남,쓰레기 소각으로 인한 실화
울산,입산자 실화
인천,담뱃불 실화추정
전남,쓰레기 소각
강원,입산자 실화추정
충북,입산자 실화
경북,농경지주변소각
경북,입산자 실화(숲가꾸기 작업장)
경북,입산자실화(쓰레기소각)
강원,입산자 실화추정
경기,입산자 실화
경기,낙뢰
경기,입산자 실화
서울,입산자 실화
경기,입산자 실화(무속행위)
대구,입산자 실화추정
전북,예초기 과열 폭발
경남,입산자 실화
전남,농산폐기물소각
경남,입산자 실화추정
강원,쓰레기 소각
경남,담뱃불 실화추정
강원,도로공사(용접불티)비화
전북,등산객 실화추정
강원,낙뢰 추정
충북,입산자 실화추정
경북,입산자 실화추정
서울,입산자 실화
강원,쓰레기 소각
경북,입산자 실화추정
충북,등산객 담뱃불 실화추정
강원,밭두렁 소각
충북,입산자 실화
경북,농산폐기물소각
대전,밭소각
전북,벌채 잔존목 소각
강원,무속행위 실화
경기,쓰레기 소각
경북,쓰레기 소각
경기,입산자 실화
강원,입산자 실화
경북,행군훈련 중 부상자발생으로 헬기구조신호 위해 불피움
경북,논두렁 소각
경북,쓰레기 소각
강원,"입산자 실화(산채,약초채취)추정"
경북,농산폐기물소각
경북,입산자 실화
경기,입산자 실화추정
경북,입산자 실화추정
경북,입산자 실화추정
경북,폐비닐 소각
경기,입산자 실화추정
광주,담뱃불 추정
전남,용접불똥
충북,입산자 실화추정
경기,입산자 실화
전북,입산자 실화추정
경북,원인미상
경남,산나물채취자 실화
충북,입산자 실화
전남,산나물채취자 실화
강원,입산자 실화추정
강원,양봉사화재 비화
경남,입산자 실화추정
강원,입산자 실화추정
전북,산나물채취자 실화추정
경북,입산자 실화추정
전남,쓰레기 소각
경기,입산자 실화
부산,산업현장 실화(용접)
강원,입산자 실화추정
경남,등산객 실화추정
경남,논밭두렁 소각
강원,입산자 실화(산채 채취)
인천,낙뢰 추정
전남,쓰레기 소각
경남,원인미상
전남,낚시꾼 실화
인천,입산자 실화추정
강원,쓰레기 소각
전남,농산부산물소각
강원,입산자 실화추정
강원,입산자 실화추정
전남,산나물채취자 실화
경북,원인미상
강원,입산자 실화추정
충북,산나물채취자 실화
충남,담뱃불 실화
강원,입산자 실화
경북,원인미상
인천,입산자 실화추정
강원,입산자 실화추정
강원,원인미상
전남,야간구조 조명탄 불씨(세월호)
강원,담뱃불 실화추정
충북,산나물채취자 추정
경북,입산자 실화추정
전남,담뱃불 실화
강원,입산자 실화추정
충남,주택화재로 인한 비화
충북,등산객 실화추정
경기,주택가 쓰레기 쓰레기 소각
강원,농산폐기물소각
전남,쓰레기 소각
강원,원인미상
강원,입산자 실화
전남,농산폐기물소각
강원,입산자 실화
경북,육묘장 전기누전
강원,원인미상
강원,입산자 실화
강원,산나물채취자 실화추정
서울,원인미상
인천,입산자 실화추정
대전,입산자 실화추정
전남,농산부산물소각
경기,농산폐기물소각
경북,입산자 실화추정
서울,등산객 실화추정
전남,농산부산물소각
충남,입산자 실화추정
충남,입산자 실화추정
충북,농산폐기물소각
전북,산나물채취자 실화
강원,입산자 실화
울산,도로공사현장 불꽃 비산
전남,입산자 실화
경기,입산자 실화
인천,입산자 실화추정
경기,입산자 실화
전북,산나물채취자 실화추정
경기,입산자 실화
충남,담뱃불 실화추정
강원,운전자 담뱃불 실화추정
경기,입산자 실화
전남,밭두렁 소각
경기,입산자 실화
강원,입산자 실화추정
강원,입산자 실화추정
전북,산나물채취자 실화
강원,입산자 실화추정
경기,입산자 실화
충남,방화추정
경기,입산자 실화
경기,입산자 실화
강원,입산자 실화추정
대전,원인미상
충남,입산자 실화추정
인천,입산자 실화추정
강원,입산자 실화추정
대구,원인미상
강원,입산자 실화추정
경남,원인미상
인천,낚시꾼 실화추정
인천,입산자 실화추정
충북,산나물채취자 실화추정
전북,농산폐기물소각
경기,입산자 실화
경북,입산자 실화추정
전남,밭두렁 소각
경북,입산자 실화추정
경북,농산폐기물소각
경북,농산폐기물소각
부산,원인미상
서울,방화
인천,입산자 실화추정
경북,입산자 실화추정
대전,입산자 실화추정
충북,담뱃불 실화추정
충남,입산자 실화추정
경북,입산자 실화
충남,입산자 실화추정
경남,쓰레기 소각
경기,입산자 실화
경북,산나물채취자 추정
충북,원인미상
충북,운전자 담뱃불 추정
강원,쓰레기 소각
인천,입산자 실화추정
강원,입산자 실화추정
경북,입산자 실화추정
강원,입산자 실화추정
경북,쓰레기 소각
강원,입산자 실화추정
전남,입산자 실화
경남,농산부산물소각
강원,입산자 실화추정
전남,입산자 실화
강원,담뱃불 투기
전남,쓰레기 소각
경남,원인미상
경기,농산폐기물소각
경북,입산자 실화추정(담뱃불)
강원,쓰레기소각
전남,입산자 실화
경기,입산자 실화추정
경기,입산자 실화
경기,입산자 실화
충남,쓰레기 소각
경북,주택화재로 인한 비화
전남,쓰레기 소각
충남,쓰레기 소각
충북,쓰레기 소각
인천,창고화재 비화
전남,담뱃불에 의한 발화
경기,입산자 실화추정
전남,입산자 실화
경북,농산폐기물소각
서울,쓰레기 소각
전북,산나물채취자 추정
전북,산나물채취자 실화
경북,성묘객 실화추정
전남,쓰레기 소각
전남,입산자 실화
전남,입산자 실화
전북,등산객 실화추정
서울,입산자 실화(담뱃불)
전남,입산자 실화
경기,쓰레기 소각
경남,등산객 담뱃불
서울,원인미상
경기,쓰레기 소각
전북,농산폐기물소각
충남,조사중
경기,입산자 실화
경북,입산자 실화추정
경기,입산자 실화
울산,쓰레기 소각
서울,원인미상
전남,입산자 실화
충남,농산폐기물소각
전남,입산자 실화
광주,원인미상
전남,농산부산물소각
경기,입산자 실화
인천,입산자 실화추정
충남,쓰레기 소각
경기,쓰레기 소각
경남,농산폐기물소각
인천,농산폐기물소각
전북,농산폐기물소각
충남,논밭두렁 소각
충남,농산폐기물소각
경북,묘소 둑 소각
전북,논두렁 소각
부산,쓰레기 소각
경남,사찰화재비화(전기누전)
인천,입산자 실화추정
강원,전기누전추정
경북,논밭두렁 소각
인천,입산자 실화추정
인천,담뱃불 실화추정
세종,암자(세종사)화재
서울,원인미상
인천,입산자 실화추정
경기,입산자 실화
경북,입산자 실화추정
강원,원인미상
강원,용접불티
강원,입산자 실화추정
경북,원인미상
서울,낙엽소각 실화
강원,전선스파크 추정
강원,전기누전추정
전남,농산부산물소각
경북,논밭두렁 소각
경북,농산폐기물소각
대구,입산자 실화(소각)
전남,농산부산물소각
경북,입산자 실화
경북,비닐하우스 가스폭발
전남,입산자 실화
경북,입산자 실화
경기,입산자 실화
울산,입산자 실화추정
경북,논밭두렁 소각
경남,원인미상
대구,봄나물 채취 중 실화
전남,등산객 실화추정
전남,집주변 잡풀소각
전남,입산자 실화추정
전남,도로쪽에서 화기(담뱃불)투기
광주,밭두렁 소각
충남,쓰레기 소각
대구,원인미상
부산,입산자 실화(담뱃불 실화)
경북,논밭두렁 소각
경북,논밭두렁 소각
경남,쓰레기 소각(집 마당 내)
경북,입산자 실화추정
강원,입산자 실화
전남,밭두렁 태우기
경북,사찰건립 현장 굴삭기 스파크로 발화
전북,논밭두렁 소각
전남,논두렁 소각
경남,주택내 쓰레기소각
세종,농산폐기물소각
경북,쓰레기 소각
경북,농산폐기물소각
충남,쓰레기 소각
전남,논두렁 소각
경북,논밭두렁 소각
전남,쓰레기 소각
경북,논밭두렁 소각(추정)
서울,원인미상
경남,원인미상
전남,입산자 실화
전남,입산자 실화
전남,농산폐기물소각
전남,논밭두렁 소각
강원,농산폐기물소각
부산,입산자 실화(담뱃불)
경북,입산자 실화
서울,원인미상
경북,입산자 실화추정
경북,생활쓰레기 소각
울산,취사행위
서울,노숙자 고의방화
전남,굴뚝불씨 비화
강원,굴뚝불씨 연소
전남,입산자 실화
전남,쓰레기 소각
강원,용접불씨연소
전남,폐 표고자목 소각
전북,농산폐기물소각
강원,농산폐기물소각
충남,농산폐기물소각
전북,원인미상
경북,입산자 실화추정
대전,원인미상
전남,쓰레기 소각
경북,농산폐기물소각
강원,농산폐기물소각
충남,과수원 쓰레기 소각
경북,원인미상
충북,쓰레기 소각
경북,성묘객 실화(취사행위)
전남,입산자 실화
전북,쓰레기 소각
울산,쓰레기 소각
충북,담뱃불 실화
전북,농산폐기물소각
강원,논밭두렁 소각
강원,논밭두렁 소각
경북,논밭두렁 소각
경북,쓰레기 소각
세종,입산자 실화
인천,농산폐기물소각
충남,논밭두렁 소각
충북,입산자 실화
서울,입산자 실화
경북,농산폐기물소각
경기,입산자 실화
강원,논밭두렁 소각
대전,등산객실화 또는 방화추정
전북,생활쓰레기 소각
